gene	Gene.Ontology.IDs
LOC111100559	GO:0003677; GO:0005634; GO:0046872
LOC111123178	GO:0016020
LOC111113027	GO:0004991; GO:0005886; GO:0006874; GO:0007166; GO:0007188; GO:0007189; GO:0017046; GO:0042803; GO:0043621
LOC111107802	GO:0001736; GO:0005509; GO:0005886; GO:0007156; GO:0007560; GO:0016327; GO:0035331; GO:0035332; GO:0042067; GO:0070161; GO:0090251
LOC111118230	GO:0006911; GO:0007298; GO:0007520; GO:0030971; GO:0032956; GO:0043087; GO:0046330; GO:0046529; GO:0048010; GO:0048013
LOC111118211	GO:0005635; GO:0005643; GO:0005789; GO:0015031; GO:0017056; GO:0031965; GO:0051028; GO:0065003
LOC111107183	GO:0005576
LOC111120679	GO:0005892; GO:0007165; GO:0007268; GO:0007399; GO:0015464; GO:0022848; GO:0034220; GO:0035095; GO:0042391; GO:0045202; GO:0045211; GO:0050877; GO:0060084
LOC111128682	
LOC111123084	GO:0003700; GO:0005634; GO:0008270; GO:0043565
LOC111123065	GO:0000724; GO:0003682; GO:0003697; GO:0004386; GO:0005524; GO:0005634; GO:0005694; GO:0006260; GO:0006974; GO:0007049; GO:0007292; GO:0016887; GO:0019899; GO:0032406; GO:0032407; GO:0032408; GO:0032508; GO:0036298; GO:0042555; GO:0048232; GO:0050821; GO:0071168; GO:0097362
LOC111123074	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005730; GO:0006364; GO:0016887
LOC111112503	GO:0005524; GO:0005789; GO:0006986; GO:0018117; GO:0034976; GO:0042803; GO:0044602; GO:0044603; GO:0051087; GO:0070733; GO:1903894
LOC111118588	GO:0005634; GO:0005737; GO:0008307; GO:0030018; GO:0042805; GO:0045214; GO:0046872; GO:0060537
LOC111136571	GO:0004579; GO:0005783; GO:0005789; GO:0006487; GO:0006516; GO:0006986; GO:0008250; GO:0016020; GO:0018279; GO:0030433; GO:0032991; GO:0034998; GO:0043686; GO:0043687; GO:0046872
LOC111104532	GO:0000981; GO:0003677; GO:0005634; GO:0007399; GO:0030154
LOC111112241	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030182; GO:0060385
LOC111110312	GO:0016042; GO:0016787; GO:0042802
LOC111105747	GO:0005576
LOC111122292	GO:0005509; GO:0005765; GO:0005768; GO:0005905; GO:0008203; GO:0015031; GO:0016324; GO:0031419; GO:0031526; GO:0043235
LOC111103481	GO:0001701; GO:0005509; GO:0005737; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005798; GO:0005886; GO:0005903; GO:0005905; GO:0006766; GO:0006898; GO:0007584; GO:0008203; GO:0009235; GO:0009617; GO:0010008; GO:0015889; GO:0016020; GO:0016324; GO:0020028; GO:0030135; GO:0030139; GO:0030492; GO:0030666; GO:0031419; GO:0031526; GO:0031528; GO:0032991; GO:0038023; GO:0038024; GO:0042366; GO:0042802; GO:0042803; GO:0042953; GO:0043202; GO:0043235; GO:0045177; GO:0051649; GO:0070062
LOC111119013	GO:0005506; GO:0005783; GO:0005789; GO:0006643; GO:0019432; GO:0046485; GO:0050479
LOC111119013	GO:0005506; GO:0005783; GO:0005789; GO:0006643; GO:0008610; GO:0046485; GO:0050479
LOC111119097	GO:0005739; GO:0005743; GO:0009916; GO:0010230; GO:0046872; GO:0070469
LOC111110332	GO:0000077; GO:0000723; GO:0000724; GO:0001932; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006281; GO:0006289; GO:0006468; GO:0006974; GO:0009411; GO:0009792; GO:0030896; GO:0031573; GO:0033314; GO:0035861; GO:0044778; GO:0071479
LOC111101594	GO:0001750; GO:0005516; GO:0005654; GO:0005737; GO:0005813; GO:0005929; GO:0015630; GO:0019899; GO:0032391; GO:0045171; GO:0045494; GO:0048496; GO:0060271; GO:0072686
LOC111135058	GO:0003676; GO:0003714; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0031625; GO:0043066; GO:0045597; GO:0045892; GO:1990904
LOC111123237	GO:0005737; GO:0007368; GO:0007369; GO:0016020; GO:0031514; GO:0032402; GO:0034464; GO:0036064; GO:0042478; GO:0043005; GO:0045494; GO:0046907; GO:0051877; GO:0060170; GO:0060271; GO:0070121; GO:1905515
LOC111133792	GO:0005737; GO:0005829; GO:0005886; GO:0015629; GO:0030041; GO:0044782
LOC111131869	GO:0005797; GO:0006486; GO:0007399; GO:0008417; GO:0018392; GO:0032580; GO:0036065; GO:0036071; GO:0046920
LOC111118027	GO:0000281; GO:0000331; GO:0005765; GO:0005794; GO:0006907; GO:0006971; GO:0006972; GO:0008285; GO:0009992; GO:0030139; GO:0031152; GO:0031156; GO:0031589; GO:0050708; GO:0050709; GO:0050714; GO:0098609
LOC111123159	GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0005654; GO:0005794; GO:0006357; GO:0030855; GO:0045944
LOC111100684	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001824; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006357; GO:0006954; GO:0030154; GO:0030198; GO:0045892; GO:0045944; GO:0060056; GO:1990837
LOC111100684	GO:0000978; GO:0000981; GO:0001228; GO:0001824; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006355; GO:0006357; GO:0006954; GO:0009653; GO:0030154; GO:0030198; GO:0045892; GO:0045944; GO:0060056; GO:1990837
LOC111107846	GO:0001503; GO:0002042; GO:0002062; GO:0002430; GO:0004621; GO:0004630; GO:0005576; GO:0005615; GO:0005737; GO:0005765; GO:0006501; GO:0006507; GO:0008285; GO:0008286; GO:0009749; GO:0010595; GO:0010694; GO:0010867; GO:0010897; GO:0010907; GO:0010983; GO:0017080; GO:0031012; GO:0032869; GO:0035701; GO:0035774; GO:0043065; GO:0043231; GO:0046470; GO:0051044; GO:0051047; GO:0070062; GO:0070633; GO:0071277; GO:0071397; GO:0071401; GO:0071466; GO:0071467; GO:0097241; GO:1900076
LOC111099792	GO:0000812; GO:0004386; GO:0005524; GO:0006281; GO:0006310; GO:0008094; GO:0016887; GO:0071339; GO:0120293
LOC111136649	GO:0005509; GO:0005886; GO:0005918; GO:0005919; GO:0005923; GO:0007158; GO:0007409; GO:0007560; GO:0008045; GO:0008049; GO:0008050; GO:0008366; GO:0016020; GO:0016319; GO:0019991; GO:0021682; GO:0030175; GO:0030424; GO:0030425; GO:0035011; GO:0035151; GO:0043005; GO:0043025; GO:0045924; GO:0048036; GO:0048675; GO:0048813; GO:0050808; GO:0050839; GO:0060857; GO:0061343; GO:0072499; GO:0098609
LOC111121250	GO:0005737; GO:0016020
LOC111121457	GO:0000296; GO:0015311; GO:0015312; GO:0015848; GO:0022857; GO:0030667; GO:0030672; GO:0051610
LOC111132185	GO:0030332
LOC111134129	GO:0006886; GO:0008289; GO:0030122; GO:0035615; GO:0048268; GO:0072583
LOC111133328	GO:0005737; GO:0005874; GO:0007049; GO:0008017; GO:0030246; GO:0030496; GO:0035556; GO:0051301; GO:0072686; GO:0090543; GO:1902412
LOC111112029	GO:0000289; GO:0005634; GO:0005829; GO:0030014; GO:0031047
LOC111138277	GO:0003712; GO:0003713; GO:0005634; GO:0006357; GO:0030275; GO:0045893; GO:0046872; GO:0070742
LOC111103096	GO:0000776; GO:0005635; GO:0005643; GO:0006406; GO:0006913; GO:0015031; GO:0017056; GO:0031080; GO:0072006
LOC111116860	GO:0007049; GO:0007088; GO:0032880; GO:0051301; GO:0060236
LOC111105811	GO:0004065; GO:0005576; GO:0005788; GO:0015629; GO:0046872
LOC111099678	GO:0000041; GO:0005375; GO:0005381; GO:0005384; GO:0005768; GO:0005886; GO:0010042; GO:0015086; GO:0015293; GO:0015677; GO:0016020; GO:0016324; GO:0030001; GO:0034755; GO:0034761; GO:0046718; GO:0050916; GO:0055070; GO:0055071
LOC111128718	GO:0000785; GO:0000978; GO:0000981; GO:0001938; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006952; GO:0007259; GO:0007595; GO:0019221; GO:0019530; GO:0030222; GO:0035723; GO:0035771; GO:0038026; GO:0038043; GO:0038110; GO:0038113; GO:0038156; GO:0040014; GO:0042127; GO:0043434; GO:0043536; GO:0045944; GO:0060397; GO:0090575; GO:0140297
LOC111099197	GO:0000079; GO:0001889; GO:0001933; GO:0005634; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0007095; GO:0007346; GO:0008283; GO:0010921; GO:0019901; GO:0030262; GO:0030332; GO:0030968; GO:0031398; GO:0032088; GO:0032991; GO:0034976; GO:0042177; GO:0043231; GO:0043407; GO:0044387; GO:0044389; GO:0044818; GO:0044877; GO:0045736; GO:0045944; GO:0051019; GO:0051059; GO:0060318; GO:0071569; GO:0071901; GO:0097371; GO:1900182; GO:1901798
LOC111102211	GO:0000781; GO:0001740; GO:0003677; GO:0005524; GO:0006302; GO:0009048; GO:0016887; GO:0035861; GO:0042803; GO:0043584; GO:0045739; GO:0051276; GO:0060820; GO:2000042; GO:2001034
LOC111115993	GO:0000122; GO:0001227; GO:0003677; GO:0005634; GO:0046872
LOC111114418	GO:0005739; GO:0009507; GO:0015035; GO:0042246
LOC111110454	GO:0036381; GO:0042823
LOC111110464	GO:0004359; GO:0006543; GO:0036381; GO:0042823
LOC111115508	GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887
LOC111104585	GO:0003924; GO:0003925; GO:0005525; GO:0005794; GO:0006887; GO:0007049; GO:0030133; GO:0032154; GO:0032402; GO:0045335; GO:0055038; GO:0098837; GO:0098887
LOC111110828	GO:0006915; GO:0007224; GO:0016020; GO:0060271
LOC111110828	GO:0005634; GO:0006915; GO:0007224; GO:0016020; GO:0043065; GO:0060271
LOC111099316	GO:0005929; GO:0019899; GO:0046872
LOC111112992	GO:0000981; GO:0003677; GO:0005634; GO:0007399; GO:0030154
LOC111109706	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030182; GO:0060385
LOC111119274	GO:0016042; GO:0016787; GO:0042802
LOC111119142	GO:0004252; GO:0005509; GO:0005615; GO:0005765; GO:0005768; GO:0005905; GO:0008203; GO:0015031; GO:0016324; GO:0031419
LOC111119149	GO:0001701; GO:0005509; GO:0005737; GO:0005765; GO:0005768; GO:0005783; GO:0005794; GO:0005798; GO:0005886; GO:0005903; GO:0005905; GO:0006766; GO:0006898; GO:0007584; GO:0008203; GO:0009235; GO:0009617; GO:0010008; GO:0015889; GO:0016020; GO:0016324; GO:0020028; GO:0030135; GO:0030139; GO:0030492; GO:0030666; GO:0031419; GO:0031526; GO:0031528; GO:0032991; GO:0038023; GO:0038024; GO:0042366; GO:0042802; GO:0042803; GO:0042953; GO:0043202; GO:0043235; GO:0045177; GO:0051649; GO:0070062
LOC111119191	GO:0005506; GO:0005783; GO:0005789; GO:0006643; GO:0019432; GO:0046485; GO:0050479
LOC111119236	GO:0005739; GO:0005743; GO:0009916; GO:0010230; GO:0046872; GO:0070469
LOC111119252	GO:0000077; GO:0000723; GO:0000724; GO:0001932; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006281; GO:0006289; GO:0006468; GO:0006974; GO:0009411; GO:0009792; GO:0030896; GO:0031573; GO:0033314; GO:0035861; GO:0044778; GO:0071479
LOC111119171	GO:0001750; GO:0005516; GO:0005654; GO:0005737; GO:0005813; GO:0005929; GO:0015630; GO:0019899; GO:0032391; GO:0045171; GO:0045494; GO:0048496; GO:0060271; GO:0072686
LOC111119222	GO:0003676; GO:0003714; GO:0003723; GO:0005634; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0031625; GO:0043066; GO:0045597; GO:0045892; GO:1990904
LOC111119161	GO:0005737; GO:0007368; GO:0007369; GO:0016020; GO:0031514; GO:0032402; GO:0034464; GO:0036064; GO:0042478; GO:0043005; GO:0045494; GO:0046907; GO:0051877; GO:0060170; GO:0060271; GO:0070121; GO:1905515
LOC111119125	GO:0005737; GO:0005829; GO:0005886; GO:0015629; GO:0030041; GO:0044782
LOC111119322	GO:0005797; GO:0006486; GO:0007399; GO:0008417; GO:0018392; GO:0032580; GO:0036065; GO:0036071; GO:0046920
LOC111119208	GO:0000281; GO:0000331; GO:0005765; GO:0005794; GO:0006907; GO:0006971; GO:0006972; GO:0008285; GO:0009992; GO:0030139; GO:0031152; GO:0031156; GO:0031589; GO:0050708; GO:0050709; GO:0050714; GO:0098609
LOC111119291	GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0005654; GO:0005794; GO:0006357; GO:0030855; GO:0045944
LOC111119198	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001824; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006357; GO:0006954; GO:0030154; GO:0030198; GO:0045892; GO:0045944; GO:0060056; GO:1990837
LOC111119198	GO:0000978; GO:0000981; GO:0001228; GO:0001824; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006355; GO:0006357; GO:0006954; GO:0009653; GO:0030154; GO:0030198; GO:0045892; GO:0045944; GO:0060056; GO:1990837
LOC111119154	GO:0001503; GO:0002042; GO:0002062; GO:0002430; GO:0004621; GO:0005615; GO:0005737; GO:0006507; GO:0008285; GO:0008286; GO:0009749; GO:0010595; GO:0010694; GO:0010867; GO:0010897; GO:0010907; GO:0010983; GO:0017080; GO:0031012; GO:0032869; GO:0034364; GO:0035774; GO:0043065; GO:0043231; GO:0046470; GO:0051044; GO:0051047; GO:0070633; GO:0071277; GO:0071397; GO:0071401; GO:0071466; GO:0071467; GO:1900076
LOC111118359	GO:0000812; GO:0004386; GO:0005524; GO:0006281; GO:0006310; GO:0008094; GO:0016887; GO:0071339; GO:0120293
LOC111133399	GO:0005509; GO:0005886; GO:0005918; GO:0005919; GO:0005923; GO:0007158; GO:0007409; GO:0007560; GO:0008045; GO:0008049; GO:0008050; GO:0008366; GO:0016020; GO:0016319; GO:0019991; GO:0021682; GO:0030175; GO:0030424; GO:0030425; GO:0035011; GO:0035151; GO:0043005; GO:0043025; GO:0045924; GO:0048036; GO:0048675; GO:0048813; GO:0050808; GO:0050839; GO:0060857; GO:0061343; GO:0072499; GO:0098609
LOC111120777	GO:0005737; GO:0016020
LOC111118148	GO:0000296; GO:0015311; GO:0015312; GO:0015848; GO:0022857; GO:0030667; GO:0030672; GO:0051610
LOC111118156	GO:0030332
LOC111136866	GO:0006886; GO:0008289; GO:0030122; GO:0035615; GO:0048268; GO:0072583
LOC111134614	GO:0005737; GO:0005874; GO:0007049; GO:0008017; GO:0030246; GO:0030496; GO:0035556; GO:0051301; GO:0072686; GO:0090543; GO:1902412
LOC111116059	GO:0000289; GO:0005634; GO:0005829; GO:0030014; GO:0031047
LOC111123270	GO:0003712; GO:0003713; GO:0005634; GO:0006357; GO:0030275; GO:0045893; GO:0046872; GO:0070742
LOC111123260	GO:0000776; GO:0005635; GO:0005643; GO:0006406; GO:0006913; GO:0015031; GO:0017056; GO:0031080; GO:0072006
LOC111123306	GO:0007049; GO:0007088; GO:0032880; GO:0051301; GO:0060236
LOC111123348	GO:0004065; GO:0005576; GO:0005788; GO:0015629; GO:0046872
LOC111123368	GO:0000041; GO:0005375; GO:0005381; GO:0005384; GO:0005768; GO:0005886; GO:0010042; GO:0015086; GO:0015293; GO:0015677; GO:0016020; GO:0016324; GO:0030001; GO:0034755; GO:0034761; GO:0046718; GO:0050916; GO:0055070; GO:0055071
LOC111123278	GO:0000785; GO:0000978; GO:0000981; GO:0001938; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006952; GO:0007259; GO:0007595; GO:0019221; GO:0019530; GO:0030222; GO:0035723; GO:0035771; GO:0038026; GO:0038043; GO:0038110; GO:0038113; GO:0038156; GO:0040014; GO:0042127; GO:0043434; GO:0043536; GO:0045944; GO:0060397; GO:0090575; GO:0140297
LOC111123385	GO:0000079; GO:0001889; GO:0001933; GO:0005634; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0007095; GO:0007346; GO:0008283; GO:0010921; GO:0019901; GO:0030262; GO:0030332; GO:0030968; GO:0031398; GO:0032088; GO:0032991; GO:0034976; GO:0042177; GO:0043231; GO:0043407; GO:0044387; GO:0044389; GO:0044818; GO:0044877; GO:0045736; GO:0045944; GO:0051019; GO:0051059; GO:0060318; GO:0071569; GO:0071901; GO:0097371; GO:1900182; GO:1901798
LOC111123252	GO:0000781; GO:0001740; GO:0003677; GO:0005524; GO:0006302; GO:0009048; GO:0016887; GO:0035861; GO:0042803; GO:0043584; GO:0045739; GO:0051276; GO:0060820; GO:2000042; GO:2001034
LOC111123340	GO:0000122; GO:0001227; GO:0003677; GO:0005634; GO:0046872
LOC111113688	GO:0005739; GO:0009507; GO:0015035; GO:0042246
LOC111111393	GO:0036381; GO:0042823
LOC111111394	GO:0004359; GO:0006543; GO:0036381; GO:0042823
LOC111114230	GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887
LOC111102800	GO:0003924; GO:0003925; GO:0005525; GO:0005794; GO:0006887; GO:0007049; GO:0030133; GO:0032154; GO:0032402; GO:0045335; GO:0055038; GO:0098837; GO:0098887
LOC111112253	GO:0006915; GO:0007224; GO:0016020; GO:0060271
LOC111112253	GO:0005634; GO:0006915; GO:0007224; GO:0016020; GO:0043065; GO:0060271
LOC111124474	GO:0005929; GO:0019899; GO:0046872
LOC111124481	GO:0002084; GO:0005737; GO:0008474; GO:0016020; GO:0032839
LOC111124467	GO:0000139; GO:0004430; GO:0005524; GO:0005741; GO:0030867; GO:0048015; GO:0071889
LOC111124467	GO:0000139; GO:0004430; GO:0005524; GO:0005737; GO:0005741; GO:0005794; GO:0005829; GO:0005886; GO:0007040; GO:0016020; GO:0030867; GO:0046854; GO:0048015; GO:0071889
LOC111130737	GO:0004143; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005768; GO:0005829; GO:0005856; GO:0005886; GO:0006111; GO:0006357; GO:0006654; GO:0007186; GO:0007205; GO:0008277; GO:0010628; GO:0010629; GO:0010801; GO:0012506; GO:0016363; GO:0016607; GO:0018105; GO:0019900; GO:0019933; GO:0030297; GO:0033198; GO:0035556; GO:0043274; GO:0046339; GO:0046486; GO:0046834; GO:0046872; GO:0050731; GO:0051591; GO:0070493; GO:0070528; GO:0090181; GO:0098793; GO:0098794; GO:0098978; GO:0140297; GO:1900242; GO:1903432; GO:2000064; GO:2000182
LOC111132841	GO:0003727; GO:0005737; GO:0005783; GO:0006397; GO:0030895; GO:0050821
LOC111132841	GO:0003723; GO:0003727; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0006397; GO:0007566; GO:0010609; GO:0016554; GO:0016556; GO:0030895; GO:0045293; GO:0050821; GO:0140767; GO:1901537; GO:2000623
LOC111120262	GO:0002020; GO:0004252; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0016020; GO:0016485; GO:0031998; GO:0042802
LOC111115123	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001889; GO:0001952; GO:0002064; GO:0005634; GO:0005654; GO:0006357; GO:0007179; GO:0009887; GO:0015629; GO:0030512; GO:0031018; GO:0045165; GO:0045944; GO:0048935; GO:0060271; GO:1905319; GO:1905322; GO:1990837
LOC111104489	GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006400; GO:0006974; GO:0008047; GO:0043527; GO:0106004; GO:0106143
LOC111104489	GO:0005634; GO:0005829; GO:0006400; GO:0008047; GO:0043527; GO:0106004; GO:0106143
LOC111127160	
LOC111127179	GO:0005634; GO:0006355; GO:0046872; GO:0046983
LOC111113939	GO:0006821; GO:0007605; GO:0008271; GO:0008360; GO:0015701; GO:0016323; GO:0016328; GO:0042803; GO:0140900
LOC111113948	GO:0005737; GO:0008525; GO:0015914; GO:0031210
LOC111136379	GO:0005886; GO:0015280; GO:0035725; GO:0046872; GO:0047631; GO:0070588; GO:0099604
LOC111137014	GO:0005886; GO:0015280; GO:0035725; GO:0046872; GO:0047631; GO:0070588; GO:0099604
LOC111137259	GO:0005737; GO:0008525; GO:0015914; GO:0031210
LOC111137243	GO:0006821; GO:0007605; GO:0008271; GO:0008360; GO:0015701; GO:0016323; GO:0016328; GO:0042803; GO:0140900
LOC111136663	
LOC111128825	
LOC111107934	GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006400; GO:0006974; GO:0008047; GO:0043527; GO:0106004; GO:0106143
LOC111102807	GO:0000278; GO:0005509; GO:0005654; GO:0005813; GO:0005814; GO:0005829; GO:0006289; GO:0007099; GO:0007283; GO:0008017; GO:0015031; GO:0031683; GO:0032391; GO:0032465; GO:0032795; GO:0036064; GO:0044615; GO:0045177; GO:0051028; GO:0051301; GO:0070390; GO:0071942; GO:0097729
LOC111103839	GO:0003682; GO:0004842; GO:0005524; GO:0005634; GO:0006281; GO:0006513; GO:0006974; GO:0051865; GO:0061631
LOC111107937	GO:0004601; GO:0005576; GO:0006979; GO:0020037
LOC111107951	GO:0005634; GO:0006355; GO:0046872; GO:0046983
LOC111107957	GO:0004089; GO:0005576; GO:0008270
LOC111103116	GO:0001917; GO:0005737; GO:0005764; GO:0005765; GO:0005794; GO:0006914; GO:0006915; GO:0007601; GO:0010506; GO:0016324; GO:0043231; GO:0045494
LOC111115501	GO:0000122; GO:0005634; GO:0006338; GO:0006355; GO:0006357; GO:0016573; GO:0017025; GO:0031063; GO:0035267; GO:0042393; GO:0043966; GO:0044154; GO:0045892; GO:0045995; GO:0051302; GO:0051726; GO:0072686; GO:0090043; GO:0140030; GO:0140672
LOC111133511	GO:0000421; GO:0005765; GO:0006914; GO:0016020; GO:0031410; GO:0072657
LOC111105528	GO:0005634; GO:0005654; GO:0005829; GO:0016363; GO:0016567; GO:0016604; GO:0032991; GO:0080008
LOC111118652	GO:0000049; GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0046872
LOC111138196	GO:0001732; GO:0002183; GO:0003743; GO:0005852; GO:0016282; GO:0033290; GO:0048856; GO:0071541
LOC111100065	GO:0004674; GO:0004740; GO:0005524; GO:0005739; GO:0005967; GO:0006006; GO:0006111; GO:0006468; GO:0006885; GO:0008286; GO:0010510; GO:0010565; GO:0010906; GO:0018105; GO:0031670; GO:0034614; GO:0042593; GO:0042802; GO:0042803; GO:0044877; GO:0045254; GO:0050848; GO:0072332
LOC111100065	GO:0004672; GO:0004740; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0005967; GO:0006006; GO:0006111; GO:0006468; GO:0006885; GO:0008286; GO:0010510; GO:0010565; GO:0010906; GO:0031670; GO:0034614; GO:0042593; GO:0042803; GO:0050848; GO:0072332
LOC111120216	GO:0005085; GO:0005739; GO:0005743; GO:0008053; GO:0019843; GO:0031966; GO:0070131
LOC111107994	GO:0003677; GO:0005634; GO:0035282; GO:0046872
LOC111137841	GO:0001732; GO:0002183; GO:0003743; GO:0005852; GO:0016282; GO:0033290; GO:0048856; GO:0071541
LOC111119553	GO:0000049; GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0046872
LOC111119566	GO:0002080; GO:0007342; GO:0035036
LOC111118085	GO:0005634; GO:0005654; GO:0005829; GO:0016363; GO:0016567; GO:0016604; GO:0032991; GO:0080008
LOC111135318	GO:0000421; GO:0005765; GO:0006914; GO:0016020; GO:0031410; GO:0072657
LOC111112377	GO:0000122; GO:0005634; GO:0006338; GO:0006355; GO:0006357; GO:0016573; GO:0017025; GO:0031063; GO:0035267; GO:0042393; GO:0043966; GO:0044154; GO:0045892; GO:0045995; GO:0051302; GO:0051726; GO:0072686; GO:0090043; GO:0140030; GO:0140672
LOC111119680	GO:0000421; GO:0005886; GO:0006914; GO:0010008
LOC111108028	GO:0004089; GO:0005576; GO:0008270
LOC111116143	GO:0004601; GO:0005576; GO:0006979; GO:0020037
LOC111127033	GO:0004601; GO:0005576; GO:0006979; GO:0020037
LOC111101024	GO:0003682; GO:0004842; GO:0005524; GO:0005634; GO:0006281; GO:0006513; GO:0006974; GO:0051865; GO:0061631
LOC111101008	GO:0000278; GO:0005509; GO:0005654; GO:0005813; GO:0005814; GO:0005829; GO:0006289; GO:0007099; GO:0007283; GO:0008017; GO:0015031; GO:0031683; GO:0032391; GO:0032465; GO:0032795; GO:0036064; GO:0044615; GO:0045177; GO:0051028; GO:0051301; GO:0070390; GO:0071942; GO:0097729
